LIFNR,NAME1,NAME2,ORT01,Land1,REGIO,PSTLZ,TELF1,SMTP_ADDR,KTOKK,ZTERM,INCO1,NACE,NACE_DESC,PERF_SCORE,FIN_STAB,RISC,SupplyRiskScore,ProfitImpactScore,KVADRANT,CREA_DATE,CHANGE_DATE
001328,Lidl Inc,,Default,US,US,00000,,,Z001,NET30,FOB,4711,Retail,90,89,Low,0.1,0.66,Leverage,2026-03-19,2026-03-19
001329,Lidl (Schwarz Group) India,,Default,US,US,00000,,,Z001,NET30,FOB,4711,Retail,80,80,Medium,0.2,0.45,Tactical,2026-03-19,2026-03-19
001330,Shell Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,0600,Energy & Oil,73,73,Medium,0.27,0.4,Tactical,2026-03-19,2026-03-19
001331,Shell Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,0600,Energy & Oil,80,79,Medium,0.2,0.81,Leverage,2026-03-19,2026-03-19
001332,Shell Europe,,Default,US,US,00000,,,Z001,NET30,FOB,0600,Energy & Oil,79,75,Medium,0.21,0.67,Leverage,2026-03-19,2026-03-19
001333,Shell Inc,,Default,US,US,00000,,,Z001,NET30,FOB,0600,Energy & Oil,72,69,Medium,0.28,0.55,Leverage,2026-03-19,2026-03-19
001334,Chevron Global,,Default,US,US,00000,,,Z001,NET30,FOB,0600,Energy & Oil,62,59,High,0.38,0.44,Tactical,2026-03-19,2026-03-19
001335,Chevron Europe,,Default,US,US,00000,,,Z001,NET30,FOB,0600,Energy & Oil,78,78,Medium,0.22,0.4,Tactical,2026-03-19,2026-03-19
001336,Chevron Business Services,,Default,US,US,00000,,,Z001,NET30,FOB,0600,Energy & Oil,59,57,High,0.41,0.35,Tactical,2026-03-19,2026-03-19
001337,Novartis Europe,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,84,84,Medium,0.16,0.62,Leverage,2026-03-19,2026-03-19
001338,Novartis S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,86,82,Low,0.14,0.41,Tactical,2026-03-19,2026-03-19
001339,Novartis USA,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,92,87,Low,0.08,0.33,Tactical,2026-03-19,2026-03-19
001340,Novartis Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,91,89,Low,0.09,0.64,Leverage,2026-03-19,2026-03-19
001341,NOV,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,89,85,Low,0.11,0.65,Leverage,2026-03-19,2026-03-19
001342,Johnson and Johnson Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,95,90,Low,0.05,0.78,Leverage,2026-03-19,2026-03-19
001343,Johnson and Johnson Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,91,91,Low,0.09,0.64,Leverage,2026-03-19,2026-03-19
001344,Johnson and Johnson Asia Pacific,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,83,78,Medium,0.17,0.55,Leverage,2026-03-19,2026-03-19
001345,Johnson Inc,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,89,88,Low,0.11,0.84,Leverage,2026-03-19,2026-03-19
001346,Johnson and Johnson Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,84,79,Medium,0.16,0.65,Leverage,2026-03-19,2026-03-19
001347,Reckitt Benkiser India,,Default,US,US,00000,,,Z001,NET30,FOB,1520,Consumer Goods,85,84,Low,0.15,0.64,Leverage,2026-03-19,2026-03-19
001348,Reckitt Benkiser India,,Default,US,US,00000,,,Z001,NET30,FOB,1520,Consumer Goods,85,81,Low,0.15,0.79,Leverage,2026-03-19,2026-03-19
001349,Reckitt Benkiser International,,Default,US,US,00000,,,Z001,NET30,FOB,1520,Consumer Goods,72,68,Medium,0.28,0.44,Tactical,2026-03-19,2026-03-19
001350,Reckitt Benkiser Business Services,,Default,US,US,00000,,,Z001,NET30,FOB,1520,Consumer Goods,74,71,Medium,0.26,0.88,Leverage,2026-03-19,2026-03-19
001351,Reckitt Benkiser India,,Default,US,US,00000,,,Z001,NET30,FOB,1520,Consumer Goods,75,72,Medium,0.25,0.8,Leverage,2026-03-19,2026-03-19
001352,DHL Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,4939,Logistics,85,82,Low,0.15,0.46,Tactical,2026-03-19,2026-03-19
001353,DHL Supply Chain Business Services,,Default,US,US,00000,,,Z001,NET30,FOB,4939,Logistics,72,70,Medium,0.28,0.77,Leverage,2026-03-19,2026-03-19
001354,DHL Supply Chain GmbH,,Default,US,US,00000,,,Z001,NET30,FOB,4939,Logistics,82,79,Medium,0.18,0.52,Leverage,2026-03-19,2026-03-19
001355,FED,,Default,US,US,00000,,,Z001,NET30,FOB,4939,Logistics,71,66,Medium,0.29,0.84,Leverage,2026-03-19,2026-03-19
001356,FedEx USA,,Default,US,US,00000,,,Z001,NET30,FOB,4939,Logistics,86,82,Low,0.14,0.69,Leverage,2026-03-19,2026-03-19
001357,FedEx USA,,Default,US,US,00000,,,Z001,NET30,FOB,4939,Logistics,82,81,Medium,0.18,0.36,Tactical,2026-03-19,2026-03-19
001358,FedEx USA,,Default,US,US,00000,,,Z001,NET30,FOB,4939,Logistics,76,71,Medium,0.24,0.54,Leverage,2026-03-19,2026-03-19
001359,Nippon Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,4939,Logistics,71,70,Medium,0.29,0.8,Leverage,2026-03-19,2026-03-19
001360,Nippon Inc,,Default,US,US,00000,,,Z001,NET30,FOB,4939,Logistics,71,66,Medium,0.29,0.89,Leverage,2026-03-19,2026-03-19
001361,Nippon Express S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,4939,Logistics,74,72,Medium,0.26,0.65,Leverage,2026-03-19,2026-03-19
001362,Maersk,,Default,US,US,00000,,,Z001,NET30,FOB,5012,Shipping & Maritime,59,57,High,0.41,0.84,Leverage,2026-03-19,2026-03-19
001363,Maersk Line Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,5012,Shipping & Maritime,82,78,Medium,0.18,0.89,Leverage,2026-03-19,2026-03-19
001364,Maersk Line Asia Pacific,,Default,US,US,00000,,,Z001,NET30,FOB,5012,Shipping & Maritime,80,79,Medium,0.2,0.6,Leverage,2026-03-19,2026-03-19
001365,Maersk Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,5012,Shipping & Maritime,70,69,Medium,0.3,0.5,Tactical,2026-03-19,2026-03-19
001366,Kellogg,,Default,US,US,00000,,,Z001,NET30,FOB,1000,Food & Beverage,83,79,Medium,0.17,0.31,Tactical,2026-03-19,2026-03-19
001367,Kellogg Company India,,Default,US,US,00000,,,Z001,NET30,FOB,1000,Food & Beverage,79,79,Medium,0.21,0.89,Leverage,2026-03-19,2026-03-19
001368,Kellogg Company India,,Default,US,US,00000,,,Z001,NET30,FOB,1000,Food & Beverage,87,87,Low,0.13,0.58,Leverage,2026-03-19,2026-03-19
001369,Kellogg Company GmbH,,Default,US,US,00000,,,Z001,NET30,FOB,1000,Food & Beverage,73,70,Medium,0.27,0.85,Leverage,2026-03-19,2026-03-19
001370,PepsiCo Inc EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,1000,Food & Beverage,84,83,Medium,0.16,0.31,Tactical,2026-03-19,2026-03-19
001371,PepsiCo Inc Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,1000,Food & Beverage,87,85,Low,0.13,0.78,Leverage,2026-03-19,2026-03-19
001372,PepsiCo Inc EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,1000,Food & Beverage,88,83,Low,0.12,0.43,Tactical,2026-03-19,2026-03-19
001373,PepsiCo Inc International,,Default,US,US,00000,,,Z001,NET30,FOB,1000,Food & Beverage,79,76,Medium,0.21,0.78,Leverage,2026-03-19,2026-03-19
001374,PepsiCo Inc EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,1000,Food & Beverage,83,83,Medium,0.17,0.69,Leverage,2026-03-19,2026-03-19
001375,Monte Carlo Fashions S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,4711,Retail,87,86,Low,0.13,0.48,Tactical,2026-03-19,2026-03-19
001376,Monte,,Default,US,US,00000,,,Z001,NET30,FOB,4711,Retail,85,84,Low,0.15,0.73,Leverage,2026-03-19,2026-03-19
001377,Monte Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,4711,Retail,90,87,Low,0.1,0.63,Leverage,2026-03-19,2026-03-19
001378,Monte Carlo Fashions GmbH,,Default,US,US,00000,,,Z001,NET30,FOB,4711,Retail,73,68,Medium,0.27,0.43,Tactical,2026-03-19,2026-03-19
001379,Fluor Corporation Asia Pacific,,Default,US,US,00000,,,Z001,NET30,FOB,4120,Engineering & Construction,73,72,Medium,0.27,0.84,Leverage,2026-03-19,2026-03-19
001380,Fluor Corporation Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,4120,Engineering & Construction,77,74,Medium,0.23,0.42,Tactical,2026-03-19,2026-03-19
001381,Fluor Corporation Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,4120,Engineering & Construction,81,80,Medium,0.19,0.39,Tactical,2026-03-19,2026-03-19
001382,Fluor Corporation Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,4120,Engineering & Construction,67,63,High,0.33,0.51,Leverage,2026-03-19,2026-03-19
001383,Fluor Corporation Inc,,Default,US,US,00000,,,Z001,NET30,FOB,4120,Engineering & Construction,65,64,High,0.35,0.88,Leverage,2026-03-19,2026-03-19
001384,Dow Inc Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,81,81,Medium,0.19,0.57,Leverage,2026-03-19,2026-03-19
001385,Dow Inc Asia Pacific,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,65,62,High,0.35,0.85,Leverage,2026-03-19,2026-03-19
001386,Dow Inc India,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,75,71,Medium,0.25,0.55,Leverage,2026-03-19,2026-03-19
001387,DuPont de Nemours Inc Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,66,65,High,0.34,0.36,Tactical,2026-03-19,2026-03-19
001388,DuPont de Nemours Inc Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,79,74,Medium,0.21,0.52,Leverage,2026-03-19,2026-03-19
001389,DuPont,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,85,85,Low,0.15,0.66,Leverage,2026-03-19,2026-03-19
001390,DuPont de Nemours Inc S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,86,86,Low,0.14,0.6,Leverage,2026-03-19,2026-03-19
001391,Eastman Chemical Company GmbH,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,76,72,Medium,0.24,0.55,Leverage,2026-03-19,2026-03-19
001392,Eastman Chemical Company Internatio,nal,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,74,73,Medium,0.26,0.7,Leverage,2026-03-19,2026-03-19
001393,Eastman Chemical Company Corporatio,n,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,68,65,High,0.32,0.52,Leverage,2026-03-19,2026-03-19
001394,Eastman Chemical Company Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,67,63,High,0.33,0.89,Leverage,2026-03-19,2026-03-19
001395,Eastman Chemical Company Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,68,65,High,0.32,0.71,Leverage,2026-03-19,2026-03-19
001396,JPMorgan Chase Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,6411,Financial Services,89,87,Low,0.11,0.63,Leverage,2026-03-19,2026-03-19
001397,JPMorgan Chase Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,6411,Financial Services,84,81,Medium,0.16,0.35,Tactical,2026-03-19,2026-03-19
001398,JPMorgan Chase Business Services,,Default,US,US,00000,,,Z001,NET30,FOB,6411,Financial Services,79,79,Medium,0.21,0.82,Leverage,2026-03-19,2026-03-19
001399,JPMorgan Chase Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,6411,Financial Services,82,81,Medium,0.18,0.39,Tactical,2026-03-19,2026-03-19
001400,Sanofi S.A India,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,95,93,Low,0.05,0.85,Leverage,2026-03-19,2026-03-19
001401,Sanofi S.A International,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,97,92,Low,0.03,0.31,Tactical,2026-03-19,2026-03-19
001402,Sanofi S.A Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,92,87,Low,0.08,0.85,Leverage,2026-03-19,2026-03-19
001403,Sanofi S.A Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,95,94,Low,0.05,0.7,Leverage,2026-03-19,2026-03-19
001404,Sanofi S.A GmbH,,Default,US,US,00000,,,Z001,NET30,FOB,2100,Pharmaceuticals,86,81,Low,0.14,0.57,Leverage,2026-03-19,2026-03-19
001405,Valero Energy Corporation Inc,,Default,US,US,00000,,,Z001,NET30,FOB,0600,Energy & Oil,81,77,Medium,0.19,0.41,Tactical,2026-03-19,2026-03-19
001406,Valero Energy Corporation Inc,,Default,US,US,00000,,,Z001,NET30,FOB,0600,Energy & Oil,81,76,Medium,0.19,0.68,Leverage,2026-03-19,2026-03-19
001407,Valero Energy Corporation India,,Default,US,US,00000,,,Z001,NET30,FOB,0600,Energy & Oil,73,68,Medium,0.27,0.89,Leverage,2026-03-19,2026-03-19
001408,Valero Energy Corporation EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,0600,Energy & Oil,62,58,High,0.38,0.59,Leverage,2026-03-19,2026-03-19
001409,CDW GmbH,,Default,US,US,00000,,,Z001,NET30,FOB,9999,IT Solutions & Services,89,87,Low,0.11,0.58,Leverage,2026-03-19,2026-03-19
001410,CDW EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,IT Solutions & Services,84,82,Medium,0.16,0.59,Leverage,2026-03-19,2026-03-19
001411,CDW Asia Pacific,,Default,US,US,00000,,,Z001,NET30,FOB,9999,IT Solutions & Services,85,80,Low,0.15,0.69,Leverage,2026-03-19,2026-03-19
001412,CDW Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,IT Solutions & Services,81,76,Medium,0.19,0.32,Tactical,2026-03-19,2026-03-19
001413,Eppendorf North America S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Laboratory Equipment & Life Sciences,70,69,Medium,0.3,0.68,Leverage,2026-03-19,2026-03-19
001414,Eppendorf North America EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Laboratory Equipment & Life Sciences,73,71,Medium,0.27,0.59,Leverage,2026-03-19,2026-03-19
001415,Eppendorf North America USA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Laboratory Equipment & Life Sciences,86,81,Low,0.14,0.81,Leverage,2026-03-19,2026-03-19
001416,Eppendorf North America Internation,al,Default,US,US,00000,,,Z001,NET30,FOB,9999,Laboratory Equipment & Life Sciences,74,73,Medium,0.26,0.44,Tactical,2026-03-19,2026-03-19
001417,Eppendorf North America Business Se,rvices,Default,US,US,00000,,,Z001,NET30,FOB,9999,Laboratory Equipment & Life Sciences,87,82,Low,0.13,0.39,Tactical,2026-03-19,2026-03-19
001418,"Exogro Co., Ltd Europe",,Default,US,US,00000,,,Z001,NET30,FOB,9999,Agriculture / Biotechnology,84,84,Medium,0.16,0.8,Leverage,2026-03-19,2026-03-19
001419,Exogro Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Agriculture / Biotechnology,74,69,Medium,0.26,0.59,Leverage,2026-03-19,2026-03-19
001420,"Exogro Co., Ltd GmbH",,Default,US,US,00000,,,Z001,NET30,FOB,9999,Agriculture / Biotechnology,82,79,Medium,0.18,0.47,Tactical,2026-03-19,2026-03-19
001421,"Exogro Co., Ltd Business Services",,Default,US,US,00000,,,Z001,NET30,FOB,9999,Agriculture / Biotechnology,75,75,Medium,0.25,0.63,Leverage,2026-03-19,2026-03-19
001422,Exogro Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Agriculture / Biotechnology,90,90,Low,0.1,0.43,Tactical,2026-03-19,2026-03-19
001423,Reliper S.A. Business Services,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Industrial Supplies / Maintenance,74,69,Medium,0.26,0.6,Leverage,2026-03-19,2026-03-19
001424,Reliper S.A. EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Industrial Supplies / Maintenance,81,79,Medium,0.19,0.64,Leverage,2026-03-19,2026-03-19
001425,Reliper S.A. GmbH,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Industrial Supplies / Maintenance,81,79,Medium,0.19,0.51,Leverage,2026-03-19,2026-03-19
001426,Reliper S.A. GmbH,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Industrial Supplies / Maintenance,74,71,Medium,0.26,0.41,Tactical,2026-03-19,2026-03-19
001427,Alseda Consulting International,,Default,US,US,00000,,,Z001,NET30,FOB,9999,IT & SAP Consulting,71,70,Medium,0.29,0.38,Tactical,2026-03-19,2026-03-19
001428,Alseda Consulting Business Services,,Default,US,US,00000,,,Z001,NET30,FOB,9999,IT & SAP Consulting,74,70,Medium,0.26,0.53,Leverage,2026-03-19,2026-03-19
001429,Alseda Consulting Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,IT & SAP Consulting,81,76,Medium,0.19,0.47,Tactical,2026-03-19,2026-03-19
001430,Kong Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Animation & Design,72,71,Medium,0.28,0.72,Leverage,2026-03-19,2026-03-19
001431,Kong Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Animation & Design,74,69,Medium,0.26,0.7,Leverage,2026-03-19,2026-03-19
001432,Kong Studio Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Animation & Design,85,85,Low,0.15,0.59,Leverage,2026-03-19,2026-03-19
001433,Kong,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Animation & Design,85,82,Low,0.15,0.34,Tactical,2026-03-19,2026-03-19
001434,Omniscient Digital Asia Pacific,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Digital Marketing & SEO,75,75,Medium,0.25,0.73,Leverage,2026-03-19,2026-03-19
001435,Omniscient Digital Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Digital Marketing & SEO,86,85,Low,0.14,0.48,Tactical,2026-03-19,2026-03-19
001436,Omniscient Digital Europe,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Digital Marketing & SEO,80,76,Medium,0.2,0.62,Leverage,2026-03-19,2026-03-19
001437,Omniscient Digital India,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Digital Marketing & SEO,72,71,Medium,0.28,0.52,Leverage,2026-03-19,2026-03-19
001438,Omniscient,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Digital Marketing & SEO,79,77,Medium,0.21,0.7,Leverage,2026-03-19,2026-03-19
001439,Fore Excel Private Limited Corporat,ion,Default,US,US,00000,,,Z001,NET30,FOB,9999,Logistics & Supply Chain,69,69,High,0.31,0.35,Tactical,2026-03-19,2026-03-19
001440,Fore Excel Private Limited EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Logistics & Supply Chain,69,69,High,0.31,0.89,Leverage,2026-03-19,2026-03-19
001441,Fore Excel Private Limited GmbH,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Logistics & Supply Chain,84,84,Medium,0.16,0.31,Tactical,2026-03-19,2026-03-19
001442,Fore Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Logistics & Supply Chain,76,76,Medium,0.24,0.39,Tactical,2026-03-19,2026-03-19
001443,Peoplebank Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,IT Recruitment & Staffing,79,79,Medium,0.21,0.59,Leverage,2026-03-19,2026-03-19
001444,Peoplebank & Leaders IT Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,IT Recruitment & Staffing,80,76,Medium,0.2,0.73,Leverage,2026-03-19,2026-03-19
001445,Peoplebank Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,IT Recruitment & Staffing,72,71,Medium,0.28,0.88,Leverage,2026-03-19,2026-03-19
001446,Computacenter Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,IT Infrastructure Services,67,65,High,0.33,0.88,Leverage,2026-03-19,2026-03-19
001447,COM Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,IT Infrastructure Services,72,69,Medium,0.28,0.38,Tactical,2026-03-19,2026-03-19
001448,Computacenter Global,,Default,US,US,00000,,,Z001,NET30,FOB,9999,IT Infrastructure Services,74,74,Medium,0.26,0.83,Leverage,2026-03-19,2026-03-19
001449,COM,,Default,US,US,00000,,,Z001,NET30,FOB,9999,IT Infrastructure Services,82,81,Medium,0.18,0.56,Leverage,2026-03-19,2026-03-19
001450,"PVD Solutions, LLC EMEA",,Default,US,US,00000,,,Z001,NET30,FOB,9999,Surface Coating & Technology,88,86,Low,0.12,0.82,Leverage,2026-03-19,2026-03-19
001451,"PVD Solutions, LLC USA",,Default,US,US,00000,,,Z001,NET30,FOB,9999,Surface Coating & Technology,85,81,Low,0.15,0.43,Tactical,2026-03-19,2026-03-19
001452,"PVD Solutions, LLC Europe",,Default,US,US,00000,,,Z001,NET30,FOB,9999,Surface Coating & Technology,74,70,Medium,0.26,0.35,Tactical,2026-03-19,2026-03-19
001453,Vertical Green EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Landscaping & Sustainable Design,80,80,Medium,0.2,0.9,Leverage,2026-03-19,2026-03-19
001454,Vertical Green Ltd,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Landscaping & Sustainable Design,82,77,Medium,0.18,0.41,Tactical,2026-03-19,2026-03-19
001455,Vertical Green International,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Landscaping & Sustainable Design,69,64,High,0.31,0.68,Leverage,2026-03-19,2026-03-19
001456,MonotaRO S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Industrial MRO E-commerce,81,79,Medium,0.19,0.48,Tactical,2026-03-19,2026-03-19
001457,MonotaRO Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Industrial MRO E-commerce,75,74,Medium,0.25,0.5,Tactical,2026-03-19,2026-03-19
001458,MonotaRO Business Services,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Industrial MRO E-commerce,90,87,Low,0.1,0.53,Leverage,2026-03-19,2026-03-19
001459,MonotaRO USA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Industrial MRO E-commerce,88,87,Low,0.12,0.69,Leverage,2026-03-19,2026-03-19
001460,Unite EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,B2B Procurement Platform,83,78,Medium,0.17,0.54,Leverage,2026-03-19,2026-03-19
001461,Unite Europe,,Default,US,US,00000,,,Z001,NET30,FOB,9999,B2B Procurement Platform,80,77,Medium,0.2,0.58,Leverage,2026-03-19,2026-03-19
001462,Unite Solutions,,Default,US,US,00000,,,Z001,NET30,FOB,9999,B2B Procurement Platform,81,76,Medium,0.19,0.32,Tactical,2026-03-19,2026-03-19
001463,KIM,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Consumer Goods (Personal Care),73,72,Medium,0.27,0.68,Leverage,2026-03-19,2026-03-19
001464,KIM Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Consumer Goods (Personal Care),78,74,Medium,0.22,0.81,Leverage,2026-03-19,2026-03-19
001465,Kimberly-Clark Asia Pacific,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Consumer Goods (Personal Care),75,72,Medium,0.25,0.85,Leverage,2026-03-19,2026-03-19
001466,BRE Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemical Distribution,77,75,Medium,0.23,0.77,Leverage,2026-03-19,2026-03-19
001467,Brenntag Inc,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemical Distribution,67,62,High,0.33,0.88,Leverage,2026-03-19,2026-03-19
001468,Brenntag Business Services,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemical Distribution,79,78,Medium,0.21,0.32,Tactical,2026-03-19,2026-03-19
001469,Brenntag Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemical Distribution,76,74,Medium,0.24,0.9,Leverage,2026-03-19,2026-03-19
001470,Brenntag USA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemical Distribution,77,72,Medium,0.23,0.34,Tactical,2026-03-19,2026-03-19
001471,Univar Solutions India,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemical Distribution,81,78,Medium,0.19,0.41,Tactical,2026-03-19,2026-03-19
001472,Univar Solutions EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemical Distribution,85,85,Low,0.15,0.56,Leverage,2026-03-19,2026-03-19
001473,Univar Solutions Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemical Distribution,77,77,Medium,0.23,0.71,Leverage,2026-03-19,2026-03-19
001474,Univar Solutions Business Services,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Chemical Distribution,85,83,Low,0.15,0.67,Leverage,2026-03-19,2026-03-19
001475,UPL Limited USA,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Agrochemicals,85,83,Low,0.15,0.35,Tactical,2026-03-19,2026-03-19
001476,UPL Limited S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Agrochemicals,80,80,Medium,0.2,0.47,Tactical,2026-03-19,2026-03-19
001477,UPL Limited Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,9999,Agrochemicals,72,67,Medium,0.28,0.37,Tactical,2026-03-19,2026-03-19
001478,Tata Chemicals Corporation,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,73,70,Medium,0.27,0.7,Leverage,2026-03-19,2026-03-19
001479,Tata Chemicals EMEA,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,67,64,High,0.33,0.73,Leverage,2026-03-19,2026-03-19
001480,Tata Chemicals S.A.,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,73,70,Medium,0.27,0.81,Leverage,2026-03-19,2026-03-19
001481,Tata Chemicals Asia Pacific,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,63,59,High,0.37,0.41,Tactical,2026-03-19,2026-03-19
001482,Tata Chemicals Europe,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,76,73,Medium,0.24,0.45,Tactical,2026-03-19,2026-03-19
001483,Mitsubishi Inc,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,77,76,Medium,0.23,0.3,Tactical,2026-03-19,2026-03-19
001484,Mitsubishi Chemical Group Asia Paci,fic,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,64,60,High,0.36,0.38,Tactical,2026-03-19,2026-03-19
001485,Mitsubishi Chemical Group Asia Paci,fic,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,72,69,Medium,0.28,0.66,Leverage,2026-03-19,2026-03-19
001486,Mitsubishi Chemical Group Global,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,75,75,Medium,0.25,0.39,Tactical,2026-03-19,2026-03-19
001487,Mitsubishi Chemical Group Inc,,Default,US,US,00000,,,Z001,NET30,FOB,2000,Chemicals,71,66,Medium,0.29,0.48,Tactical,2026-03-19,2026-03-19
